text,service,food,anecdotes/miscellaneous,price,ambience
dont expect to sit down inside though there are only a few tables and they are always full,0,0,0,0,1
the staff is accomodating the ambiance is exciting and yet relaxed and the food is out of this world,1,1,0,0,1
the food was delicious i had a halibut special my husband had steak and the service was topnotch,1,1,0,0,0
the manager claimed that he could not compensate us for anything on the bill which just shows the lack of sophistication from the entire group,1,0,0,0,0
this is by far my favorite place in the neighborhood,0,0,1,0,0
but too far east,0,0,1,0,0
satisfying,0,0,1,0,0
highly highly highly recommended,0,0,1,0,0
its the only place you can get yummy authentic japanese comfort food,0,1,0,0,0
we took advanatage of the half price sushi deal on saturday so it was well worth it,0,0,0,1,0
we came here on a crowded saturday night and were seated right away despite being 15 minutes late for our reservation,1,0,0,0,0
this place is cool enough to be in the east village but french enough to make you feel like you could be in a bistro in a back alley in paris,0,0,0,0,1
we were fast to order the appetizer platter since we were very hungry,0,0,1,0,0
the staff are attentive and have smiles on their faces,1,0,0,0,0
this is the best shabushabu restaurant in the trystate area,0,1,0,0,0
no dress codes no attitudes plenty of comfort companionship a great place to relax in an always busy midtown,0,0,0,0,1
largest and freshest pieces of sushi and delicious,0,1,0,0,0
even the pasta is delicious here a rarity in new york pizza restaurants,0,1,0,0,0
but when we looked at the menu there werent a lot of choices most of them were dumplings in the appetizer section,0,1,0,0,0
maybe i say so because it looked promising for people who like arteryclogging jewish deli food but turns out to be poorly run and awful,1,1,1,0,0
after my 3rd time the manager remembered me and treated me like an usual customer,1,0,0,0,0
this place is greatly welcome in the desolate little strip between the prospect expressway and greenwood cemetery  a wasteland we like to call the sliv,0,0,1,0,0
now if they could only get a toaster,0,0,1,0,0
you will find yourself returning quite often,0,0,1,0,0
when hes not making authentic neapolitan pizza in the open brick oven or lightly frying zucchini blossoms hes visiting the regulars a growing legion and checking on newcomers,1,1,0,0,0
wait staff is blantently unappreciative of your business but its the best pie on the uws,1,1,0,0,0
the ingredients taste fresher the crust is thinner and crispier the slice is less oily and its never burnt like it occasionally is at joes,0,1,0,0,0
fish is so very fresh,0,1,0,0,0
the prices were cheap compared to the quality of service and food,1,1,0,1,0
go only if you are already in the neighborhood and dont want to bother going farther for a better place,0,0,1,0,0
top spot in town for vietnamese classics better than places that cost a lot more,0,1,0,1,0
less wait time for me,1,0,0,0,0
this was the perfect quiet relaxing and delicious accompaniment to our afternoon of theater,0,1,0,0,1
the decor is really blah and not at all hip or happening,0,0,0,0,1
having discovered pings on the internet we entered with qualms but were instantly put to ease by the fish tanks that greet you as u walk in,0,0,1,0,1
you cannot go wrong at the red eye grill,0,0,1,0,0
it appears to be the owners first venture and it shows,0,0,1,0,0
i come from a family of pizzeria owners and im almost ashamed to say that the pizza in forninos blows my families receipies away,0,1,0,0,0
i go twice a month,0,0,1,0,0
we ordered some beef and noodle soup dishes from the thai section of the menu but nothing we got was thai,0,1,0,0,0
they have a huge selection of different cream cheeses and all of their salads are great,0,1,0,0,0
the lobster sandwich is good and the spaghetti with scallops and shrimp is great,0,1,0,0,0
the food was authentic,0,1,0,0,0
the dim sum is delectable while the prices are quite easy on the wallet,0,1,0,1,0
i only tried a simple dish of spinach ravioli in a light oil and garlic sauce but it actually faired better than most nyc italian joints ive tried similar dishes at,0,1,0,0,0
the worst excuse for japanese food ive ever encountered,0,0,1,0,0
a million better places to go in the city,0,0,1,0,0
if celebrities make you sweat then your in for a ride but if your like most around these parts then youll just yawn and wonder whats with all the hype,0,0,1,0,0
okayi dont mind the oily part cause most are cooked that way but it was way too bland,0,1,0,0,0
i ordered a chicken teriyaki dish and found that the chicken was extremely dry,0,1,0,0,0
i love it,0,0,1,0,0
if you want something really different than try jekyll and hyde,0,0,1,0,0
we had reservations at 9pm but was not seated until 1015pm,1,0,1,0,0
we had pams special fried fish and it was amazing,0,1,0,0,0
its located in greenewich village,0,0,1,0,0
there is no excuse for such lousy service,1,0,0,0,0
three strikes and this restaurant is out,0,0,1,0,0
we bring in a party of ten or so every week,0,0,1,0,0
my boyfriend had the new england chowder it was good but i think the award should go to the lobster bisque,0,1,0,0,0
so a little inconsistency there but either way both pizzas were really good,0,1,0,0,0
overall the restaurant is more expensive than our other sushi favorites but everything was delicious,0,1,0,1,0
we would return to this place again,0,0,1,0,0
not enough wines by the glass either,0,1,0,0,0
i had the duck breast special on my last visit and it was incredible,0,1,0,0,0
i must say its a little pricey for the food because it was not as spectacular as the view,0,0,0,1,0
these innovators of french indian fusion do a great job of making dishes as interesting as possible while still being accessible,0,1,0,0,0
just dont take the seat between the bar and the back half of the restaurant i saw a woman get nudged 40times sitting there,0,0,0,0,1
no gimmicks here  the food speaks for itself in its freshness and preparation,0,1,0,0,0
we were worried we would have trouble getting in but somehow managed to have a short wait,1,0,1,0,0
my wife had the fried shrimp which are huge and loved it,0,1,0,0,0
everything i had was good and im a eater,0,1,0,0,0
one should not go to lucky strike for the food,0,1,0,0,0
the service is awfulthe last time i was there and i do mean the last time we were told that they needed our table so we would have to leave,1,0,0,0,0
we could only get through an appetizer and cheese fondue,0,1,1,0,0
to me it exemplifies soho cute artsy interesting,0,0,0,0,1
try everything for that matter it is all good,0,1,0,0,0
both times we waited well over a half hour for a table even though we had reservations,1,0,0,0,0
happy to be a regular at this place and would warmly recommend it to anyone,0,0,1,0,0
ive been eating at taj mahal for over twenty years and have found them to be the most excellent of the indian eateries on this block of indian restaurants,0,0,1,0,0
night without a reservation we had to wait at the bar for a little while but the manager was so nice and made our wait a great experience,1,0,0,0,0
try the green curry,0,1,0,0,0
we had the scallops as an appetizer and they were delicious and the sauce was wonderful,0,1,0,0,0
we were also seated promptly at the time of our reservation and the service was very quick and professional,1,0,0,0,0
you rarely have to wait for a seat and the currys masaman green red are full of flavor and come super spicy if you ask for it,1,1,0,0,0
the food there are sastifying,0,1,0,0,0
i highly recommend to anyone to give this place a try,0,0,1,0,0
i highly recommend visiting this restaurant and having dinner and drinks,0,1,1,0,0
the bar is very well stocked with interesting beers and well priced wines,0,1,0,0,0
i agree,0,0,1,0,0
last memorial day i tried to make reservations but was told they were closed that weekend interesting but,1,0,1,0,0
the food was good,0,1,0,0,0
great wine selection gigondas is worth the price and the house champagne is a great value,0,1,0,0,0
at night but its hard to hear your own conversation with everyone else competing for that same luxury  the music playing in the background is also voluminous,0,0,0,0,1
it just wasnt thai,0,0,1,0,0
i have enjoyed everything i have ever gotten and the fish is so fresh and always prepared in a great way,0,1,1,0,0
i particularly love their yellowfun tuna and their mussel selection,0,1,0,0,0
i love to visit murrays for my bagel fix,0,0,1,0,0
we made early dinner reservations and were thoroughly impressed reminds me of my grandfather its old school italian scenery with lots of fun stuff to admire,0,0,0,0,1
recommended,0,0,1,0,0
the place was nice and calm,0,0,0,0,1
cheese plate is a varied delight and great bargain at 10,0,1,0,1,0
i could have drank 4 glasses of water and still been parched  so watch out,0,1,0,0,0
when we sat we got great and fast service,1,0,0,0,0
most of the servers are very attentive friendly and quite attractive,1,0,0,0,0
i think locals rate this place so high,0,0,1,0,0
service is average,1,0,0,0,0
but theyve done a really nice job of offering all the typical pizzeria faves plus some terrific specials like the godmother pizza a sort of traditional flat pizza with an olive oilbrushed crust and less tomato sauce than usual,0,1,0,0,0
go girls,0,0,1,0,0
they forgot a sandwich didnt include plastic forks and didnt include pita with the hummus platter,1,0,0,0,0
the steak is good the fish is good and the sushi was surprisingly great,0,1,0,0,0
for asian fusion there are many places further downtown,0,0,1,0,0
old school meets new world,0,0,1,0,0
i am reluctant to write because i would not want my jem of a pizza place to become overcrowded,0,0,1,0,0
the service was poor restaurant poorly lit staff not very attentive and i would have rather eaten at a mcdonalds than this joint,1,0,0,0,1
this is probably one of my new favorite places,0,0,1,0,0
for being number 1 this place has alot of work to do in order to truly earn its so called reputation,0,0,1,0,0
for myself and family we would only go here to celebrate an occassion i do prefer smaller quiter restaurants,0,0,1,0,1
the one on the east side is much better than the one on the west side,0,0,1,0,0
they all know you,1,0,0,0,0
my gf and i still choose to eat there a lot because of diverse cocktails the chill decor and the decent sushi,0,1,0,0,1
we ended the dinner with a surprisingly light and flaky apple tarte tatin,0,1,0,0,0
the buffet had a nice selection,0,1,0,0,0
waitstaff are very friendly,1,0,0,0,0
this restaurant is such a great place,0,0,1,0,0
once you step into cosette youre miraculously in a small offthebeaten path parisian bistro,0,0,0,0,1
ive been several times and am totally smitten,0,0,1,0,0
terrible experience,0,0,1,0,0
i love the place,0,0,1,0,0
service was slow had to wait to order and get food although not crowded,1,0,0,0,0
will have to return to try the chocolate,0,0,1,0,0
its only 195 for a regular slice and 400 for a slice with a mushroom not mushrooms,0,0,0,1,0
there is a real gallery of stars that have visited,0,0,0,0,1
the food was below average the service was pathetic there was no ambience at all,1,1,0,0,1
i really enjoyed the shows put on by the actors,0,0,0,0,1
our first time in new york and we had to try a new york bagel,0,0,1,0,0
service was efficient courteous,1,0,0,0,0
this one is definintely my least favorite,0,0,1,0,0
i have been urged by friends for months to check out the mermaid inn,0,0,1,0,0
the miso soup lacked flavor and the fish was unfortunately not as well prepared as in the past,0,1,0,0,0
everytime my husband and i go there we are never disappointed,0,0,1,0,0
they are the best bagels ive had,0,1,0,0,0
we were not disappointed,0,0,1,0,0
ive read some of the previews reviews  people are either not new yorkers or have more appreciation for ambience then food,0,0,1,0,0
toons has recently been redone so its now a very attractive space,0,0,0,0,1
160 for 2 filets 2 sides an appetizer and drinks,0,1,0,1,0
while the prices are nothing special the portions are huge,0,1,0,1,0
its a nice quiet location to go eat a good meal relax be able to talk and have a very good time,0,1,0,0,1
we arrived for dinner expecting to be impressed by a place that has an impressive past  but thats just it  the past,0,0,1,0,0
however i think this place is a good hang out spot,0,0,0,0,1
the menu is prix fixe so be prepared to spend at least 60 per person but it is well worth itsuperb food,0,1,0,1,0
rao is a good restaurant but its nothing special,0,0,1,0,0
the wine list is extensive and impressive,0,1,0,0,0
we had the most wonderful waitress,1,0,0,0,0
while the staff at this little bistro is very friendly i have never experienced more incompetency,1,0,0,0,0
the quail was fantastic and unique and the pastas were full of flavor,0,1,0,0,0
when we left at 800 pm it was packed and noisy,0,0,1,0,1
okay so i never write but there doesnt seem to fair balance of positive to negative reviews concerning green bo and its time to speak up  i live in chinatown,0,0,1,0,0
the zucchini and mashed potatoes are a blend of garlic and butter which simply melts in your mouth,0,1,0,0,0
the staff is courteous and friendly,1,0,0,0,0
never fails to please,0,0,1,0,0
decor is nice though service can be spotty,1,0,0,0,1
aside from the rushed service we were very impressed with the food and the drinks,1,1,0,0,0
will absolutely visit again,0,0,1,0,0
make sure you have the spicy scallop roll ,0,1,0,0,0
i would highly recommend this place to anyone who is looking for a fine indian dining experience that is definitely a value for your dollar,0,1,1,1,0
and even with its pub atmosphere they were great to my kids too,0,0,0,0,1
this big draw is the all you can sushi here for 1995,0,0,0,1,0
i consider the best grand sichuan restaurant in nyc,0,0,1,0,0
we spent 50  definetly will come back with my friends,0,0,1,1,0
went to village last night for my birthday,0,0,1,0,0
some of the workers ignore me and talk to the female customers other times theyve skipped my order,1,0,0,0,0
the specials are usually quite good too,0,1,0,0,0
theyve the best desserts and mixed drinks as well as snack foods,0,1,0,0,0
try the chocolate mud cake warmed with 2 scoops of dulce de leche gelato,0,1,0,0,0
thats good and bad,0,0,1,0,0
really cool stauff inside,0,0,0,0,1
while the new restaurant still features much of the same classical furniture that made tiffin so attractive the menu has been overhauled,0,1,1,0,1
the best burger i have had in the village,0,1,0,0,0
we visited orsay during ny restaurant week and tried their 35 menu,0,0,1,0,0
i would have gotten some cole slaw and a knish if my stomach had more space,0,1,0,0,0
came here for restaurant week didnt save much but it was still great,0,0,1,1,0
would never go back there,0,0,1,0,0
three of us arrived for dinner about 530 on a week night without reservations,0,0,1,0,0
the blond wood decor is very soothing the premium sake is excellent and the service is great,1,1,0,0,1
there is usually a wait but it is well worth it,0,0,1,0,0
be careful when they say spicy they mean it,0,0,1,0,0
your money could easily be better spent elsewhere anywhere,0,0,1,0,0
only drawback  they wont toast your bagel and they dont make eggs for the bagel,1,0,0,0,0
as always we had a great glass of wine while we waited,0,1,0,0,0
bring your appetites,0,0,1,0,0
the wait staff is pleasant fun and for the most part gorgeous in the wonderful aesthetic beautification way not in that sheswaycuterthanmethatb way,1,0,0,0,0
of course this atmosphere is lacking but what do you expect from a 24 hour bagel place anyways,0,0,0,0,1
service was very good and warm,1,0,0,0,0
for dinner i had the chicken tikkamasala and some garlic naan,0,1,0,0,0
cornelia street looks like a broadway set for west side story and the inside of po is so cool quaint you really cant top the setting for a romantic dinner in nyc,0,0,0,0,1
like others have said dont expect the restaurant to make a nite out romantic for you and yes a busy restaurant may require you to wait,1,0,0,0,1
seriously this place kicks ass,0,0,1,0,0
food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when i went,0,1,0,0,1
also because it is so thin it gets cold very quickly and its not that filling,0,1,0,0,0
the food is nothing like its menu description,0,1,0,0,0
try the pad seew or chicken with cashew nuts for a memorable and repeatable experience,0,1,0,0,0
its just ok pizza,0,1,0,0,0
i loved it and would highly recommend,0,0,1,0,0
ive been here twice now,0,0,1,0,0
the food is decent at best and the ambience well its a matter of opinion some may consider it to be a sweet thing i thought it was just annoying,0,1,0,0,1
the best place to bring kids or any friends who want to do something different,0,0,1,0,0
the service was a bit slow but they were very friendly,1,0,0,0,0
however i do not understand the extraordinary hype about this restaurant,0,0,1,0,0
its a small cute restaurant,0,0,0,0,1
i will be returning,0,0,1,0,0
leon is an east village gem casual but hip with well prepared basic french bistro fare good specials a warm and lively atmosphere,0,1,0,0,1
the food is above average for midtown and sligtly better than some of the other heartland breweries in the city,0,1,0,0,0
thius is a must for anyone who loves shabushabu,0,1,0,0,0
the food was absolutely horrible,0,1,0,0,0
food doesnt appear to be cooked on premisis but theres a high turnover so its pretty fresh,0,1,0,0,0
restaurant was dirty and unkempt,0,0,0,0,1
nice place though,0,0,1,0,0
warning you may find it difficult to dine at other japanese restaurants after a visit to mizu,0,0,1,0,0
similar to other indian restaurants they use the dinner special to attract customers at the door,0,0,1,0,0
it is a small restuarant so go early and it will be nice and quiet go late and it will be packed,0,0,0,0,1
the people with carts of food dont understand you because they dont speak english their job is to give you the delicious food you point at,1,1,1,0,0
the crackling calamari salad which is usually a cheap disaster at many restaurants is crispy and lightly dressed,0,1,0,0,0
not the greatest sushi place but excellent for a 1995 all you can eat,0,1,0,1,0
shockingly easy to throw a group dinner here simple contract deposit only to hold the date the entire 2nd fl mezz for our grp of 20,0,0,1,0,0
the thai ice tea was amazingly smooth and yummy,0,1,0,0,0
weve never had any problems with the staff but maybe weve been lucky,1,0,0,0,0
drinks way over priced,0,0,0,1,0
the main downside to the place is the nazilike guy running it who constantly complains about the noise level,1,0,0,0,0
what i didnt like was how the food came right after it was ordered,0,1,0,0,0
but warning to all those that use this site be weary be very weary of recommendations,0,0,1,0,0
moderate prices,0,0,0,1,0
we had a great time at the jekyll and hyde pub last night,0,0,1,0,0
try it side by side and theres no comparison,0,0,1,0,0
i think ive had some the best meals of my life at minnow,0,1,0,0,0
my biggest complaint was the untasty food although presented well,0,1,0,0,0
this tiny restaurant is as cozy as it gets with that certain parisian flair,0,0,0,0,1
so sorry i cant rate this better,0,0,1,0,0
most importantly food is excellent,0,1,0,0,0
buon appetito,0,0,1,0,0
great roofdeck nice group of 30 somethings but no music kind of quiet,0,0,0,0,1
if we were to move from the upper east side we would genuinely miss this restaurant,0,0,1,0,0
the best part of the experience was knowing that the manager a bubbly friendly young woman with a great smile truly cared about how we were doing,1,0,0,0,0
ok for all of us growing up in the village of nyc we have spoiled by a plethora of restaurants most of which stay open very late,0,0,1,0,0
however service was as plain as sesame crusted salmon i had,1,1,0,0,0
i would highly recommend it,0,0,1,0,0
its great to go for a quick lunch either alone or with a friend,0,0,1,0,0
the food was mediocre at best but it was the horrible service that made me vow never to go back,1,1,0,0,0
lloovve this place,0,0,1,0,0
so some of the reviews here are accurate about the crowd and noise,0,0,1,0,0
you get what you pay for and with that logic in mind spice is a great place to grab some cheap eats and drinks in a beautiful setting,0,1,0,1,1
finally after all the raving i went to check it out with one of my enthusiastic friends this last saturday night and let me tell you its all its cracked up to be,0,0,1,0,0
place should also have a 123 chili rating to be more authentic,0,0,1,0,0
the service was terrible we had to wait for everything and ask several of different people for the same thing before we were allowed to be served,1,0,0,0,0
went last thursday,0,0,1,0,0
i love this place more and more everytime i go,0,0,1,0,0
i go and eat out at many different restaurants and this is one place you have go and try,0,0,1,0,0
other than being a little crowded and a bit overpriced the atmosphere is filled with energy and the beautiful people of course and the food was surprising good,0,1,0,1,1
we only ordered desserts and drinks but no refills were offered,1,0,0,0,0
saul is the best restaurant on smith street and in brooklyn,0,0,1,0,0
waiters are slow but sweet,1,0,0,0,0
i have been here a few times for dinner once for brunch and twice for lunch,0,0,1,0,0
we went to ino for valentines,0,0,1,0,0
the real kicker of the menu however is the beef cubes or the chicken with chili and lemon grass,0,1,0,0,0
it was good but was not what i thought it would be,0,0,1,0,0
the music is the best among all the indian restaurants i have visited,0,0,0,0,1
the bread and lamb chops i had before the meal were quite good however,0,1,0,0,0
he always says i dont have customers,0,0,1,0,0
raos has the best service and atmosphere in nyc,1,0,0,0,1
instead ordered an ice cold beer which to me works with indian,0,0,1,0,0
good for dates or with friends,0,0,1,0,0
they never brought us complimentary noodles ignored repeated requests for sugar and threw our dishes on the table,1,0,0,0,0
one of the best chicken tikka masala,0,1,0,0,0
excellent dumplings served amid clean chic decor,0,1,0,0,1
the kitchen however is almost always slow,1,0,0,0,0
the corned beef and pastrami are excellent much less fatty than those big tourist places around times square,0,1,0,0,0
cute place nice wait staff but would never go there again,1,0,0,0,1
we had a good time,0,0,1,0,0
also the hostess called me today to thank us for coming and mentioned how she hoped that my girlfriend enjoyed her birthday  unexpected but a truly above and beyond thing to do,1,0,0,0,0
people are rude bit again its new york,1,0,0,0,0
we all felt it was worth it,0,0,0,1,0
the plain slice is great and if you get toppings the whole slice is topped with them not sparsely sprinkled on like some places,0,1,0,0,0
service was also horrible and the ambience is not that great,1,0,0,0,1
service is great takeout is good too,1,1,0,0,0
based on the reviews on here it appears that the restaurant is overwhelmed after the 7 pm,0,0,1,0,0
the pizza is overpriced and soggy,0,1,0,1,0
everything is excellent the menu is quite extensive and you eat with a view on both sides of the city,0,1,0,0,1
youll pay at least double at any other italian restaurant in the city and most still dont compare,0,0,0,1,0
for the quality of food a little too expensive,0,1,0,1,0
came looking for this place because i heard good things,0,0,1,0,0
i live on the street this place is on,0,0,1,0,0
horrible,0,0,1,0,0
heres to the fake fish tanks too,0,0,0,0,1
its worth the wait though,0,0,1,0,0
ive never had bad service and the fish is fresh and delicious,1,1,0,0,0
the first time i went and was completely taken by the live jazz band and atmosphere i ordered the lobster cobb salad,0,1,0,0,1
we decided to eat in tea room which was small and cute,0,0,0,0,1
what an amazing meal and experience,0,1,1,0,0
unique apppetizers,0,1,0,0,0
the staff has always been attentive and kind and ive always been amazed at how theyve handled all the various different group sizes that come in,1,0,0,0,0
it is the best deal in town for a monday night dinner at a fine restaurant,0,0,0,1,0
nothing special about this place,0,0,1,0,0
also the sandwiches nearing 7 didnt come with anything like chips or a side,0,0,0,1,0
and never strayed,0,0,1,0,0
the wait here is long for dim sum but if you dont like sharing tables or if the typical raucous dim sum atmosphere is not your gig this is a sleek for chinatown alternative,0,0,0,0,1
leave the kids at home,0,0,1,0,0
this place has good potential but needs a significant amount of work before we can justify spending that much money on indian food you can get everywhere else,0,1,1,1,0
everything is always cooked to perfection the service is excellent the decor cool and understated,1,1,0,0,1
and all of that wont break your bank,0,0,0,1,0
the thai food is good,0,1,0,0,0
just moved to the neighborhood and weve been trying all the west village sushi restaurants,0,0,1,0,0
great selection of wine and seafood,0,1,0,0,0
delicious,0,1,0,0,0
acceptable prices,0,0,0,1,0
big thumbs up,0,0,1,0,0
we were seated at the sushi bar in front of yasuda,0,0,1,0,0
we have lived in chelsea for two years and have never noticed this restaurant,0,0,1,0,0
as i made the title its an affordable restaurant for great taste,0,1,0,1,0
they even scoop it out nice for those on a diet not too much not to little,1,0,0,0,0
definitely not worth the price,0,0,0,1,0
orsay is a very pleasnt throw back to traditional french food and french service as well,1,1,0,0,0
its easy to get a table for a large group and you dont get hustled out,1,0,0,0,0
great food at reasonable prices,0,1,0,1,0
salads are a delicious way to begin the meal,0,1,0,0,0
i ordered tamarind duck and my wife ordered noodles with ground beef and we were both delighted by the way the dishes evoked thai flavors in unexpected ways,0,1,0,0,0
thats why you have to pay more for that,0,0,1,0,0
if youve ever been along the river in weehawken you have an idea of the top of view the chart house has to offer,0,0,1,0,1
i loved it,0,0,1,0,0
theyre are better taiwanese restaurants and they are located in flushing queens,0,0,1,0,0
the prices are about 9 for an entree for dinner and even less for lunch,0,0,0,1,0
and you cant beat the prices,0,0,0,1,0
but i wouldnt wanna live there,0,0,1,0,0
arigato gozimas yuka,0,0,1,0,0
should you happen to be impressed by the cuisine definitely try it,0,1,0,0,0
i had the black cod with yuzu sauce which was wonderful,0,1,0,0,0
prices too high for this cramped and unappealing resturant,0,0,0,1,1
tuk tuk is one of the rare choices for me to go in brooklyn,0,0,1,0,0
this quiet dark asian bistro is well worth the trip,0,0,1,0,0
i knew upon visiting nyc that i wanted to try an orginal deli,0,0,1,0,0
i would highly recommend this place,0,0,1,0,0
total hipsterwannabe attitude in an otherwise sweet spot,1,0,0,0,1
yes there might be a wait if you have no reservations,1,0,0,0,0
thank you emilio,0,0,1,0,0
first of all dal bukhara rocks,0,0,1,0,0
everything from the soft bread soggy salad and 50 minute wait time with an incredibly rude service to deliver below average food,1,1,0,0,0
 i asked for them spicy and they were delicious,0,1,0,0,0
it is terrific as is the value,0,1,0,1,0
the sicilian is my favorite it is moist not dry like most places but all their pizza is great,0,1,0,0,0
downstairs lounge is always a good attraction,0,0,0,0,1
the menu prices are a bit expensive for what you get in quality and portion size,0,1,0,1,0
the food was amazing and the service was prompt and helpful but not overbearing or rushed,1,1,0,0,0
food was delivered by a busboy not waiter we got no cheese offered for the pasta our water and wine glasses remained empty our entire meal when we would have easily spent another 20 on wine,1,0,0,0,0
the takeout is great too since they give high quality tupperware as well,1,0,0,0,0
the food was not fresh the sauces were bland and very oily,0,1,0,0,0
off the beaten path this jewel of a restaurant shines just one block away from the plethora of 6th street indian restaurants,0,0,1,0,0
could be pricey without a prix fixe meal,0,0,0,1,0
this is definitely an  excellent date spot because of the ambiance and on the weekends the  night scene is more than alive,0,0,0,0,1
i would defiantly come back here again as one of my top choices,0,0,1,0,0
one of us actually liked the expresso  thats it,0,1,0,0,0
everyone was more then happy with his choices,1,0,0,0,0
again the waitress was awesome,1,0,0,0,0
worth the trip from manhattan,0,0,1,0,0
i loved everythig about itespecially the shows and actors,0,0,1,0,1
the service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals,1,1,0,0,0
the food was just ok i would never go back,0,1,1,0,0
zero ambiance to boot,0,0,0,0,1
got a little loud after 8pm when the joint got full,0,0,0,0,1
scalina fedeli reminded me why service is so integral to fine dining,1,0,0,0,0
i recommend the thai popcorn ,0,1,0,0,0
i cant wait for the nex time,0,0,1,0,0
everything looks great the drinks the decor the food even the people,0,1,0,0,1
as soon as my father lifted his pen from the check a chef appeared to usher us out,1,0,0,0,0
the parathas and kebabs are made when ordered ensuring a level of freshness that is unsurpassed,0,1,0,0,0
great neighborhood joint,0,0,1,0,0
the tuna and wasabe potatoes are excellent,0,1,0,0,0
the only disappointment was the coat check girls who didnt seem to know what a customer is on a realtively nonbusy night for the coat check girls,1,0,0,0,0
my fiance took me to scopa last week for my birthday and i couldnt believe the food,0,1,1,0,0
ummmthe beer was cold,0,1,0,0,0
i take all my nyc guests to vts,0,0,1,0,0
it is sometimes a little cramped and can get a little warm but hello its nyc,0,0,0,0,1
we had great desserts including the best cannoli ive ever had and then they offered an after dinner drink on the house,1,1,0,0,0
good crowd good outdoor seating with a hip japanese vibe,0,0,0,0,1
even with the prix fixe pricing this restaurant is not worth it,0,0,1,0,0
we asked to be moved which took half an hour and then were seated in a high traffic area in the back even though the rest of the room was practically empty,1,0,0,0,0
good to find a restaurant where the owners have some imagination and they have actually pulled it off like in this case,0,0,1,0,0
however their popularity has yet to slow down and i still find myself drawn to their ambiance and delectable reputation,0,0,1,0,1
where tanks in other chinatown restaurants display a lurking myriad of sadlooking marine life in their murky waters the tanks at pings are clear as glass with healthylooking creatures who do not yet know that they will be part of some dim sum lovers brunch,0,1,0,0,1
the halibut was too salty dessert was so so dont waste any of your calories and service was poor,1,1,0,0,0
the view is spectacular and the food is great,0,1,0,0,1
the place wasnt too hard to find but it was kind of packed as soon as my boyfriend and i got our food the line reached the door,0,0,1,0,1
good bagels and good cream cheese,0,1,0,0,0
the food is wonderful tasty and filling and the service is professional and friendly,1,1,0,0,0
it is also extremely well priced,0,0,0,1,0
always great service,1,0,0,0,0
i am happy i did the food was awsome,0,1,0,0,0
i have been in many restaurants all over the city and roths steakhouse has quickly become one of my favorites,0,0,1,0,0
we ordered the chicken casserole but what we got were a few small pieces of chicken all dark meat and on the bone,0,1,0,0,0
a bit breezy up there on the mezzanine from the wind coming from the tracks,0,0,1,0,1
i went to df for valentines day dinner,0,0,1,0,0
i recommend the jelly fish drunken chicken and the soupy dumplings certainly the stir fry blue crab,0,1,0,0,0
i loved the shows,0,0,1,0,1
and i have been around the block to say the very least,0,0,1,0,0
we could have made a meal of the yummy dumplings from the dumpling menu,0,1,0,0,0
the aesthetics of this place are like an airport lounge,0,0,0,0,1
then get ripped on free box wine,0,1,0,1,0
my wife and i ate here earlier this week and have not stopped ranting and raving about the food,0,1,1,0,0
if you dont mind presliced low quality fish unfriendly staff and a sushi chef that looks like he is miserable then this is your place,1,1,0,0,0
the food itself was just ok  nothing spectacular  but the service was awful,1,1,0,0,0
the pizza is yummy and i like the atmoshpere,0,1,0,0,1
as there were so many to choose from we wandered up and down the street looking in the windows and such noticicing many empty seats except at taj mahal,0,0,1,0,0
also dont plan on asking for your favorite roll if its not on the menu you cant have it,1,1,0,0,0
give it a try and enjoy,0,0,1,0,0
good food,0,1,0,0,0
and thats saying a lot,0,0,1,0,0
those rolls were big but not good and sashimi wasnt fresh,0,1,0,0,0
the pesto pizza was excellent thincrust pizza with a nice amount of spicy italian cheese that id never heard of before,0,1,0,0,0
the only thing i could get attention from was one of at least two cats running around that kept batting at my table,0,0,1,0,0
if your into thaiyou cannot miss this great restaurant,0,0,1,0,0
going to ballatos is like coming home and eating in my own kitchen an absolute delight,0,0,1,0,0
try the spicy shrimp appetizer again not the greatest value in the world but worth the price and the lamb vindaloo is great,0,1,0,1,0
however go for the ambience and consider the food just a companion for a trip across the world,0,1,0,0,1
i think this is one of the more underrated places in the city,0,0,1,0,0
for outoftowners who will get a big thrill out of the location,0,0,1,0,0
everyone that has ever come here with me has become a convert and returned regularly with their own friends,0,0,1,0,0
food was good not great not worth the wait or another visit,1,1,0,0,0
i go at least 3 times a month and have never been disappointed,0,0,1,0,0
obviously the chinese translation of this place does not mean big wong it actually means great prosperity,0,0,1,0,0
i think the restaurant was too loud when full to be romantic,0,0,0,0,1
i have had so many dinners here and its always been perfect  on a date with my husband with my mom with girlfriends and larger groups,0,0,1,0,0
when you want a piece of beef head on over,0,1,0,0,0
delicate spices onions eggs and a kickass roti,0,1,0,0,0
incredible food at a very agreable price brings me back just about every other day to this authentic thai restaurant,0,1,0,1,0
i actually gave patroon another chance before writing this but the second visit was even worse,0,0,1,0,0
also if you dont want to sit at a certain table you dont have to,1,0,1,0,0
unbelievable,0,0,1,0,0
a little pricey but it really hits the spot on a sunday morning,0,0,1,1,0
ive been living in the columbia university area for about 10 years with 3 kids  now in their teens,0,0,1,0,0
the menu has lots of options i hope to go back to try those potato pancakes,0,1,0,0,0
